here are the number of sequences contained within the file /sciclone/home/iadanforth/SUPERCOMPUTING/assignments/assignment_04/data/GCF_000869685.1_ViralProj18527_cds_from_genomic.fna
860
here are the number of base pairs across all sequences in the file /sciclone/home/iadanforth/SUPERCOMPUTING/assignments/assignment_04/data/GCF_000869685.1_ViralProj18527_cds_from_genomic.fna
439131
lastly, here are the names for all sequences in as well as the number of nucleotides in each sequence for the file /sciclone/home/iadanforth/SUPERCOMPUTING/assignments/assignment_04/data/GCF_000869685.1_ViralProj18527_cds_from_genomic.fna
lcl|NC_008724.1_cds_YP_001426482.1_1	246
lcl|NC_008724.1_cds_YP_001426483.1_2	777
lcl|NC_008724.1_cds_YP_001426484.1_3	261
lcl|NC_008724.1_cds_YP_001426485.1_4	252
lcl|NC_008724.1_cds_YP_001426486.1_5	465
lcl|NC_008724.1_cds_YP_001426487.1_6	456
lcl|NC_008724.1_cds_YP_001426488.1_7	264
lcl|NC_008724.1_cds_YP_001426489.1_8	219
lcl|NC_008724.1_cds_YP_001426490.1_9	507
lcl|NC_008724.1_cds_YP_001426491.1_10	474
lcl|NC_008724.1_cds_YP_001426492.1_11	237
lcl|NC_008724.1_cds_YP_001426493.1_12	237
lcl|NC_008724.1_cds_YP_001426494.1_13	258
lcl|NC_008724.1_cds_YP_001426495.1_14	1104
lcl|NC_008724.1_cds_YP_001426496.1_15	594
lcl|NC_008724.1_cds_YP_001426497.1_16	333
lcl|NC_008724.1_cds_YP_001426498.1_17	540
lcl|NC_008724.1_cds_YP_001426499.1_18	627
lcl|NC_008724.1_cds_YP_001426500.1_19	288
lcl|NC_008724.1_cds_YP_001426501.1_20	342
lcl|NC_008724.1_cds_YP_001426502.1_21	258
lcl|NC_008724.1_cds_YP_001426503.1_22	228
lcl|NC_008724.1_cds_YP_001426504.1_23	249
lcl|NC_008724.1_cds_YP_001426505.1_24	462
lcl|NC_008724.1_cds_YP_001426506.1_25	249
lcl|NC_008724.1_cds_YP_001426507.1_26	228
lcl|NC_008724.1_cds_YP_001426508.1_27	1329
lcl|NC_008724.1_cds_YP_001426509.1_28	372
lcl|NC_008724.1_cds_YP_001426510.1_29	456
lcl|NC_008724.1_cds_YP_001426511.1_30	345
lcl|NC_008724.1_cds_YP_001426512.1_31	801
lcl|NC_008724.1_cds_YP_001426513.1_32	285
lcl|NC_008724.1_cds_YP_001426514.1_33	255
lcl|NC_008724.1_cds_YP_001426515.1_34	1233
lcl|NC_008724.1_cds_YP_001426516.1_35	978
lcl|NC_008724.1_cds_YP_001426517.1_36	501
lcl|NC_008724.1_cds_YP_001426518.1_37	363
lcl|NC_008724.1_cds_YP_001426519.1_38	315
lcl|NC_008724.1_cds_YP_001426520.1_39	207
lcl|NC_008724.1_cds_YP_001426521.1_40	1050
lcl|NC_008724.1_cds_YP_001426522.1_41	279
lcl|NC_008724.1_cds_YP_001426523.1_42	369
lcl|NC_008724.1_cds_YP_001426524.1_43	360
lcl|NC_008724.1_cds_YP_001426525.1_44	267
lcl|NC_008724.1_cds_YP_001426526.1_45	513
lcl|NC_008724.1_cds_YP_001426527.1_46	201
lcl|NC_008724.1_cds_YP_001426528.1_47	783
lcl|NC_008724.1_cds_YP_001426529.1_48	630
lcl|NC_008724.1_cds_YP_001426530.1_49	198
lcl|NC_008724.1_cds_YP_001426531.1_50	264
lcl|NC_008724.1_cds_YP_001426532.1_51	381
lcl|NC_008724.1_cds_YP_001426533.1_52	234
lcl|NC_008724.1_cds_YP_001426534.1_53	726
lcl|NC_008724.1_cds_YP_001426535.1_54	1275
lcl|NC_008724.1_cds_YP_001426536.1_55	309
lcl|NC_008724.1_cds_YP_001426537.1_56	297
lcl|NC_008724.1_cds_YP_001426538.1_57	210
lcl|NC_008724.1_cds_YP_001426539.1_58	954
lcl|NC_008724.1_cds_YP_001426540.1_59	423
lcl|NC_008724.1_cds_YP_001426541.1_60	321
lcl|NC_008724.1_cds_YP_001426542.1_61	351
lcl|NC_008724.1_cds_YP_001426543.1_62	216
lcl|NC_008724.1_cds_YP_001426544.1_63	807
lcl|NC_008724.1_cds_YP_001426545.1_64	243
lcl|NC_008724.1_cds_YP_001426546.1_65	210
lcl|NC_008724.1_cds_YP_001426547.1_66	1797
lcl|NC_008724.1_cds_YP_001426548.1_67	378
lcl|NC_008724.1_cds_YP_001426549.1_68	219
lcl|NC_008724.1_cds_YP_001426550.1_69	222
lcl|NC_008724.1_cds_YP_001426551.1_70	294
lcl|NC_008724.1_cds_YP_001426552.1_71	363
lcl|NC_008724.1_cds_YP_001426553.1_72	627
lcl|NC_008724.1_cds_YP_001426554.1_73	879
lcl|NC_008724.1_cds_YP_001426555.1_74	693
lcl|NC_008724.1_cds_YP_001426556.1_75	258
lcl|NC_008724.1_cds_YP_001426557.1_76	729
lcl|NC_008724.1_cds_YP_001426558.1_77	681
lcl|NC_008724.1_cds_YP_001426559.1_78	333
lcl|NC_008724.1_cds_YP_001426560.1_79	642
lcl|NC_008724.1_cds_YP_001426561.1_80	474
lcl|NC_008724.1_cds_YP_001426562.1_81	321
lcl|NC_008724.1_cds_YP_001426563.1_82	492
lcl|NC_008724.1_cds_YP_001426564.1_83	225
lcl|NC_008724.1_cds_YP_001426565.1_84	600
lcl|NC_008724.1_cds_YP_001426566.1_85	582
lcl|NC_008724.1_cds_YP_001426567.1_86	1380
lcl|NC_008724.1_cds_YP_001426568.1_87	201
lcl|NC_008724.1_cds_YP_001426569.1_88	294
lcl|NC_008724.1_cds_YP_001426570.1_89	267
lcl|NC_008724.1_cds_YP_001426571.1_90	216
lcl|NC_008724.1_cds_YP_001426572.1_91	297
lcl|NC_008724.1_cds_YP_001426573.1_92	1821
lcl|NC_008724.1_cds_YP_001426574.1_93	345
lcl|NC_008724.1_cds_YP_001426575.1_94	198
lcl|NC_008724.1_cds_YP_001426576.1_95	408
lcl|NC_008724.1_cds_YP_001426577.1_96	351
lcl|NC_008724.1_cds_YP_001426578.1_97	474
lcl|NC_008724.1_cds_YP_001426579.1_98	408
lcl|NC_008724.1_cds_YP_001426580.1_99	330
lcl|NC_008724.1_cds_YP_001426581.1_100	612
lcl|NC_008724.1_cds_YP_001426582.1_101	2292
lcl|NC_008724.1_cds_YP_001426583.1_102	582
lcl|NC_008724.1_cds_YP_001426584.1_103	348
lcl|NC_008724.1_cds_YP_001426585.1_104	354
lcl|NC_008724.1_cds_YP_001426586.1_105	204
lcl|NC_008724.1_cds_YP_001426587.1_106	402
lcl|NC_008724.1_cds_YP_001426588.1_107	564
lcl|NC_008724.1_cds_YP_001426589.1_108	1683
lcl|NC_008724.1_cds_YP_001426590.1_109	210
lcl|NC_008724.1_cds_YP_001426591.1_110	483
lcl|NC_008724.1_cds_YP_001426592.1_111	237
lcl|NC_008724.1_cds_YP_001426593.1_112	276
lcl|NC_008724.1_cds_YP_001426594.1_113	456
lcl|NC_008724.1_cds_YP_001426595.1_114	390
lcl|NC_008724.1_cds_YP_001426596.1_115	4353
lcl|NC_008724.1_cds_YP_001426597.1_116	240
lcl|NC_008724.1_cds_YP_001426598.1_117	342
lcl|NC_008724.1_cds_YP_001426599.1_118	339
lcl|NC_008724.1_cds_YP_001426600.1_119	327
lcl|NC_008724.1_cds_YP_001426601.1_120	2538
lcl|NC_008724.1_cds_YP_001426602.1_121	225
lcl|NC_008724.1_cds_YP_001426603.1_122	594
lcl|NC_008724.1_cds_YP_001426604.1_123	459
lcl|NC_008724.1_cds_YP_001426605.1_124	696
lcl|NC_008724.1_cds_YP_001426606.1_125	255
lcl|NC_008724.1_cds_YP_001426607.1_126	249
lcl|NC_008724.1_cds_YP_001426608.1_127	708
lcl|NC_008724.1_cds_YP_001426609.1_128	261
lcl|NC_008724.1_cds_YP_001426610.1_129	462
lcl|NC_008724.1_cds_YP_001426611.1_130	330
lcl|NC_008724.1_cds_YP_001426612.1_131	300
lcl|NC_008724.1_cds_YP_001426613.1_132	219
lcl|NC_008724.1_cds_YP_001426614.1_133	633
lcl|NC_008724.1_cds_YP_001426615.1_134	327
lcl|NC_008724.1_cds_YP_001426616.1_135	363
lcl|NC_008724.1_cds_YP_001426617.1_136	417
lcl|NC_008724.1_cds_YP_001426618.1_137	237
lcl|NC_008724.1_cds_YP_001426619.1_138	903
lcl|NC_008724.1_cds_YP_001426620.1_139	522
lcl|NC_008724.1_cds_YP_001426621.1_140	282
lcl|NC_008724.1_cds_YP_001426622.1_141	276
lcl|NC_008724.1_cds_YP_001426623.1_142	213
lcl|NC_008724.1_cds_YP_001426624.1_143	255
lcl|NC_008724.1_cds_YP_001426625.1_144	1155
lcl|NC_008724.1_cds_YP_001426626.1_145	537
lcl|NC_008724.1_cds_YP_001426627.1_146	231
lcl|NC_008724.1_cds_YP_001426628.1_147	588
lcl|NC_008724.1_cds_YP_001426629.1_148	324
lcl|NC_008724.1_cds_YP_001426630.1_149	933
lcl|NC_008724.1_cds_YP_001426631.1_150	345
lcl|NC_008724.1_cds_YP_001426632.1_151	1566
lcl|NC_008724.1_cds_YP_001426633.1_152	276
lcl|NC_008724.1_cds_YP_001426634.1_153	378
lcl|NC_008724.1_cds_YP_001426635.1_154	354
lcl|NC_008724.1_cds_YP_001426636.1_155	234
lcl|NC_008724.1_cds_YP_001426637.1_156	237
lcl|NC_008724.1_cds_YP_001426638.1_157	312
lcl|NC_008724.1_cds_YP_001426639.1_158	201
lcl|NC_008724.1_cds_YP_001426640.1_159	735
lcl|NC_008724.1_cds_YP_001426641.1_160	327
lcl|NC_008724.1_cds_YP_001426642.1_161	234
lcl|NC_008724.1_cds_YP_001426643.1_162	561
lcl|NC_008724.1_cds_YP_001426644.1_163	216
lcl|NC_008724.1_cds_YP_001426645.1_164	468
lcl|NC_008724.1_cds_YP_001426646.1_165	945
lcl|NC_008724.1_cds_YP_001426647.1_166	1380
lcl|NC_008724.1_cds_YP_001426648.1_167	264
lcl|NC_008724.1_cds_YP_001426649.1_168	267
lcl|NC_008724.1_cds_YP_001426650.1_169	897
lcl|NC_008724.1_cds_YP_001426651.1_170	210
lcl|NC_008724.1_cds_YP_001426652.1_171	258
lcl|NC_008724.1_cds_YP_001426653.1_172	237
lcl|NC_008724.1_cds_YP_001426654.1_173	204
lcl|NC_008724.1_cds_YP_001426655.1_174	597
lcl|NC_008724.1_cds_YP_001426656.1_175	240
lcl|NC_008724.1_cds_YP_001426657.1_176	210
lcl|NC_008724.1_cds_YP_001426658.1_177	837
lcl|NC_008724.1_cds_YP_001426659.1_178	1599
lcl|NC_008724.1_cds_YP_001426660.1_179	855
lcl|NC_008724.1_cds_YP_001426661.1_180	306
lcl|NC_008724.1_cds_YP_001426662.1_181	270
lcl|NC_008724.1_cds_YP_001426663.1_182	1551
lcl|NC_008724.1_cds_YP_001426664.1_183	396
lcl|NC_008724.1_cds_YP_001426665.1_184	447
lcl|NC_008724.1_cds_YP_001426666.1_185	309
lcl|NC_008724.1_cds_YP_001426667.1_186	651
lcl|NC_008724.1_cds_YP_001426668.1_187	903
lcl|NC_008724.1_cds_YP_001426669.1_188	204
lcl|NC_008724.1_cds_YP_001426670.1_189	246
lcl|NC_008724.1_cds_YP_001426671.1_190	549
lcl|NC_008724.1_cds_YP_001426672.1_191	210
lcl|NC_008724.1_cds_YP_001426673.1_192	204
lcl|NC_008724.1_cds_YP_001426674.1_193	246
lcl|NC_008724.1_cds_YP_001426675.1_194	1068
lcl|NC_008724.1_cds_YP_001426676.1_195	669
lcl|NC_008724.1_cds_YP_001426677.1_196	276
lcl|NC_008724.1_cds_YP_001426678.1_197	462
lcl|NC_008724.1_cds_YP_001426679.1_198	321
lcl|NC_008724.1_cds_YP_001426680.1_199	759
lcl|NC_008724.1_cds_YP_001426681.1_200	225
lcl|NC_008724.1_cds_YP_001426682.1_201	600
lcl|NC_008724.1_cds_YP_001426683.1_202	204
lcl|NC_008724.1_cds_YP_001426684.1_203	234
lcl|NC_008724.1_cds_YP_001426685.1_204	1023
lcl|NC_008724.1_cds_YP_001426686.1_205	237
lcl|NC_008724.1_cds_YP_001426687.1_206	1104
lcl|NC_008724.1_cds_YP_001426688.1_207	258
lcl|NC_008724.1_cds_YP_001426689.1_208	297
lcl|NC_008724.1_cds_YP_001426690.1_209	507
lcl|NC_008724.1_cds_YP_001426691.1_210	675
lcl|NC_008724.1_cds_YP_001426692.1_211	252
lcl|NC_008724.1_cds_YP_001426693.1_212	291
